datetime,prcp
2017-06-16,0.15
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,0.15
2017-06-20,0.15
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,3.8
2017-06-24,0.5
2017-06-25,0.0
2017-06-26,1.3
2017-06-27,0.0
2017-06-28,25.9
2017-06-29,0.3
2017-06-30,0.0
2017-07-01,0.3
2017-07-02,0.0
2017-07-03,0.0005
2017-07-04,1.15
2017-07-05,0.5
2017-07-06,0.15
2017-07-07,0.0
2017-07-08,0.25
2017-07-09,2.65
2017-07-10,0.0
2017-07-11,3.05
2017-07-12,21.6
2017-07-13,0.0
2017-07-14,1.8
2017-07-15,0.0
2017-07-16,4.3
2017-07-17,0.25
2017-07-18,1.0
2017-07-19,2.3
2017-07-20,2.5
2017-07-21,0.3
2017-07-22,19.8
2017-07-23,1.5
2017-07-24,5.1
2017-07-25,0.0
2017-07-26,0.3
2017-07-27,6.9
2017-07-28,4.1
2017-07-29,0.8
2017-07-30,21.3
2017-07-31,13.7
2017-08-01,0.0
2017-08-02,0.8
2017-08-03,11.4
2017-08-04,0.0
2017-08-05,3.85
2017-08-06,2.15
2017-08-07,0.0
2017-08-08,6.1
2017-08-09,4.1
2017-08-10,4.3
2017-08-11,0.0
2017-08-12,1.0
2017-08-13,0.0
2017-08-14,2.55
2017-08-15,0.55
2017-08-16,0.25
2017-08-17,4.6
2017-08-18,6.6
2017-08-19,1.5
2017-08-20,0.0
2017-08-21,10.2
2017-08-22,0.3
2017-08-23,0.3
2017-08-24,0.3
2017-08-25,0.0
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,1.65
2017-08-29,0.0
2017-08-30,3.05
2017-08-31,1.0
2017-09-01,3.55
2017-09-02,0.0
2017-09-03,0.042
2017-09-04,2.5
2017-09-05,3.45
2017-09-06,1.4
2017-09-07,0.0025
2017-09-08,8.9
2017-09-09,10.4
2017-09-10,3.8
2017-09-11,9.9
2017-09-12,1.5
2017-09-13,5.1
2017-09-14,5.1
2017-09-15,3.8
2017-09-16,2.0
2017-09-17,0.0
2017-09-18,1.0
2017-09-19,0.8
2017-09-20,0.0
2017-09-21,1.0
2017-09-22,2.5
2017-09-23,0.3
2017-09-24,0.0
2017-09-25,7.1
2017-09-26,1.5
2017-09-27,0.0
2017-09-28,5.8
2017-09-29,1.0
2017-09-30,1.3
2017-10-01,3.3
2017-10-02,0.5
2017-10-03,0.0
2017-10-04,4.55
2017-10-05,0.25
2017-10-06,6.2
2017-10-07,0.5
2017-10-08,1.3
2017-10-09,0.0
2017-10-10,0.3
2017-10-11,0.0
2017-10-12,3.3
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,1.15
2017-10-16,0.302
2017-10-17,11.45
2017-10-18,3.8
2017-10-19,1.0
2017-10-20,16.5
2017-10-21,4.1
2017-10-22,1.5
2017-10-23,0.5
2017-10-24,1.5
2017-10-25,0.0
2017-10-26,0.3
2017-10-27,0.3
2017-10-28,0.3
2017-10-29,0.0
2017-10-30,0.5
2017-10-31,0.0
2017-11-01,0.5
2017-11-02,0.3
2017-11-03,0.0
2017-11-04,6.1
2017-11-05,2.8
2017-11-06,0.3
2017-11-07,0.3
2017-11-08,11.4
2017-11-09,0.3
2017-11-10,0.0
2017-11-11,4.6
2017-11-12,7.4
2017-11-13,0.0
2017-11-14,2.15
2017-11-15,4.6000000000000005
2017-11-16,4.2
2017-11-17,0.15
2017-11-18,3.2495
2017-11-19,1.2999999999999998
2017-11-20,0.65
2017-11-21,3.3035
2017-11-22,3.3
2017-11-23,9.4
2017-11-24,0.5
2017-11-25,0.3
2017-11-26,0.0
2017-11-27,1.5
2017-11-28,2.3
2017-11-29,0.5
2017-11-30,0.0
2017-12-01,0.0
2017-12-02,2.3
2017-12-03,0.5
2017-12-04,6.7
2017-12-05,6.7
2017-12-06,1.75
2017-12-07,1.3
2017-12-08,2.3
2017-12-09,0.0
2017-12-10,4.8
2017-12-11,7.4
2017-12-12,5.8
2017-12-13,2.3
2017-12-14,7.1
2017-12-15,2.0
2017-12-16,0.3
2017-12-17,0.0
2017-12-18,2.3
2017-12-19,0.3
2017-12-20,0.0
2017-12-21,0.5
2017-12-22,4.1
2017-12-23,0.8
2017-12-24,0.0
2017-12-25,0.3
2017-12-26,11.9
2017-12-27,11.2
2017-12-28,3.8
2017-12-29,0.5
2017-12-30,12.4
2017-12-31,2.0
2018-01-01,5.3
2018-01-02,0.8
2018-01-03,12.4
2018-01-04,0.0
2018-01-05,0.5
2018-01-06,0.0
2018-01-07,0.5
2018-01-08,0.0
2018-01-09,1.0
2018-01-10,2.8
2018-01-11,0.3
2018-01-12,0.3
2018-01-13,0.0
2018-01-14,2.75
2018-01-15,1.5
2018-01-16,5.3
2018-01-17,0.0
2018-01-18,1.3
2018-01-19,0.5
2018-01-20,0.0
2018-01-21,2.3
2018-01-22,17.5
2018-01-23,0.5
2018-01-24,1.5
2018-01-25,8.1
2018-01-26,0.3
2018-01-27,0.3
2018-01-28,4.3
2018-01-29,0.5
2018-01-30,1.3
2018-01-31,1.3
2018-02-01,2.0
2018-02-02,0.0
2018-02-03,2.75
2018-02-04,0.496
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,4.3
2018-02-09,7.9
2018-02-10,0.5
2018-02-11,4.1
2018-02-12,0.3
2018-02-13,0.0
2018-02-14,4.3
2018-02-15,9.7
2018-02-16,0.8
2018-02-17,0.3
2018-02-18,0.0
2018-02-19,1.5
2018-02-20,0.3
2018-02-21,0.0
2018-02-22,1.5
2018-02-23,0.0005
2018-02-24,0.099
2018-02-25,0.2965
2018-02-26,3.9965
2018-02-27,0.0
2018-02-28,3.7035
2018-03-01,0.10250000000000001
2018-03-02,0.0035
2018-03-03,0.0035
2018-03-04,1.3
2018-03-05,3.3
2018-03-06,4.05
2018-03-07,0.4
2018-03-08,1.5
2018-03-09,0.0
2018-03-10,9.9
2018-03-11,0.3
2018-03-12,6.4
2018-03-13,4.3
2018-03-14,0.0
2018-03-15,9.9
2018-03-16,5.6
2018-03-17,0.2005
2018-03-18,0.0985
2018-03-19,0.0035
2018-03-20,3.1485
2018-03-21,0.0985
2018-03-22,7.1499999999999995
2018-03-23,2.0
2018-03-24,6.9
2018-03-25,0.5
2018-03-26,0.0
2018-03-27,3.6
2018-03-28,3.0
2018-03-29,5.6
2018-03-30,8.6
2018-03-31,16.0
2018-04-01,0.5
2018-04-02,16.0
2018-04-03,2.3
2018-04-04,2.0
2018-04-05,6.9
2018-04-06,0.0
2018-04-07,0.25
2018-04-08,0.75
2018-04-09,3.3
2018-04-10,2.15
2018-04-11,4.1
2018-04-12,2.3
2018-04-13,0.5
2018-04-14,0.0
2018-04-15,1.0
2018-04-16,0.5
2018-04-17,4.199999999999999
2018-04-18,0.5
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.15
2018-04-22,7.9
2018-04-23,0.0
2018-04-24,3.05
2018-04-25,1.5
2018-04-26,0.8
2018-04-27,1.3
2018-04-28,9.7
2018-04-29,0.5
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,1.5
2018-05-03,6.1
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.15
2018-05-08,8.149999999999999
2018-05-09,6.2
2018-05-10,0.5
2018-05-11,0.0
2018-05-12,1.8
2018-05-13,0.0
2018-05-14,6.2
2018-05-15,0.0
2018-05-16,0.008
2018-05-17,4.05
2018-05-18,4.05
2018-05-19,6.2
2018-05-20,0.0
2018-05-21,0.15
2018-05-22,2.55
2018-05-23,0.028499999999999998
2018-05-24,0.5
2018-05-25,23.4
2018-05-26,2.3
2018-05-27,0.3
2018-05-28,0.5
2018-05-29,0.0
2018-05-30,3.3
2018-05-31,1.5
2018-06-01,10.2
2018-06-02,0.0
2018-06-03,0.15
2018-06-04,2.65
2018-06-05,0.045
2018-06-06,0.0
2018-06-07,0.9
2018-06-08,3.7
2018-06-09,2.4
2018-06-10,1.15
2018-06-11,0.0
2018-06-12,7.25
2018-06-13,0.15
2018-06-14,0.0
2018-06-15,1.8
2018-06-16,0.3
2018-06-17,1.5
2018-06-18,0.8
2018-06-19,0.5
2018-06-20,0.3
2018-06-21,0.0
2018-06-22,0.15
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.5
2018-06-26,0.15
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.001
2018-07-03,0.0
2018-07-04,0.0
2018-07-05,0.3
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.15
2018-07-09,4.05
2018-07-10,0.15
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,3.3
2018-07-15,0.0
2018-07-16,4.95
2018-07-17,0.3
2018-07-18,5.1
2018-07-19,0.0
2018-07-20,0.0
2018-07-21,1.0
2018-07-22,0.0
2018-07-23,4.05
2018-07-24,0.15
2018-07-25,0.0
2018-07-26,0.15
2018-07-27,4.2
2018-07-28,0.8
2018-07-29,13.7
2018-07-30,5.6
2018-07-31,1.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.15
2018-08-04,5.1000000000000005
2018-08-05,0.15
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,7.0
2018-08-09,0.15
2018-08-10,0.9
2018-08-11,2.3
2018-08-12,2.0
2018-08-13,0.25
2018-08-14,0.0
2018-08-15,4.05
2018-08-16,5.3
2018-08-17,5.8
2018-08-18,0.0
2018-08-19,0.5
2018-08-20,0.0
2018-08-21,1.3
2018-08-22,0.3
2018-08-23,2.3
2018-08-24,0.0
2018-08-25,2.3
2018-08-26,0.0
2018-08-27,14.0
2018-08-28,0.0
2018-08-29,1.5
2018-08-30,0.0
2018-08-31,0.25
2018-09-01,0.0
2018-09-02,6.3500000000000005
2018-09-03,0.15
2018-09-04,0.0
2018-09-05,5.199999999999999
2018-09-06,0.15
2018-09-07,0.4
2018-09-08,0.3
2018-09-09,0.0
2018-09-10,1.2999999999999998
2018-09-11,4.3
2018-09-12,3.8
2018-09-13,0.0
2018-09-14,0.5
2018-09-15,1.5
2018-09-16,0.0
2018-09-17,0.25
2018-09-18,6.2
2018-09-19,0.8
2018-09-20,5.3
2018-09-21,6.4
2018-09-22,0.8
2018-09-23,11.7
2018-09-24,8.6
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-09-29,4.05
2018-09-30,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,1.8
2018-10-04,5.6
2018-10-05,0.15
2018-10-06,0.0
2018-10-07,7.9
2018-10-08,0.0
2018-10-09,4.3
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,1.0
2018-10-13,7.9
2018-10-14,8.1
2018-10-15,15.5
2018-10-16,3.3
2018-10-17,0.5
2018-10-18,0.0
2018-10-19,0.15
2018-10-20,0.3
2018-10-21,0.3
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,1.0
2018-10-25,0.3
2018-10-26,7.6
2018-10-27,0.0005
2018-10-28,2.6999999999999997
2018-10-29,0.0
2018-10-30,3.15
2018-10-31,0.15
2018-11-01,0.3
2018-11-02,2.3
2018-11-03,0.0
2018-11-04,0.8
2018-11-05,1.0
2018-11-06,0.0
2018-11-07,0.75
2018-11-08,6.2
2018-11-09,0.9
2018-11-10,0.15
2018-11-11,0.15
2018-11-12,0.65
2018-11-13,1.5
2018-11-14,1.738
2018-11-15,1.9
2018-11-16,0.3
2018-11-17,0.5
2018-11-18,0.3
2018-11-19,0.0
2018-11-20,0.3
2018-11-21,2.5
2018-11-22,3.0
2018-11-23,0.0
2018-11-24,6.2
2018-11-25,1.0
2018-11-26,1.15
2018-11-27,0.25
2018-11-28,4.1
2018-11-29,6.1
2018-11-30,12.8
2018-12-01,0.5
2018-12-02,9.9
2018-12-03,7.1
2018-12-04,4.3
2018-12-05,4.3
2018-12-06,6.4
2018-12-07,2.3
2018-12-08,8.4
2018-12-09,2.5
2018-12-10,0.3
2018-12-11,0.0
2018-12-12,1.338
2018-12-13,0.198
2018-12-14,0.0
2018-12-15,2.8
2018-12-16,4.1
2018-12-17,0.5
2018-12-18,2.8
2018-12-19,6.9
2018-12-20,1.8
2018-12-21,6.1
2018-12-22,2.3
2018-12-23,2.3
2018-12-24,6.1
2018-12-25,0.0
2018-12-26,0.5
2018-12-27,0.0
2018-12-28,4.85
2018-12-29,7.35
2018-12-30,7.1865000000000006
2018-12-31,1.5
2019-01-01,4.7
2019-01-02,0.15
2019-01-03,0.0
2019-01-04,0.75
2019-01-05,0.0
2019-01-06,0.9
2019-01-07,2.1999999999999997
2019-01-08,4.8
2019-01-09,3.9499999999999997
2019-01-10,0.25
2019-01-11,2.15
2019-01-12,0.3
2019-01-13,8.65
2019-01-14,4.8
2019-01-15,1.5
2019-01-16,2.05
2019-01-17,0.44699999999999995
2019-01-18,2.15
2019-01-19,0.8
2019-01-20,6.1
2019-01-21,0.0
2019-01-22,4.1
2019-01-23,1.5
2019-01-24,0.3
2019-01-25,0.3
2019-01-26,0.0
2019-01-27,7.9
2019-01-28,0.0
2019-01-29,0.4025
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,0.0985
2019-02-02,0.004
2019-02-03,2.9
2019-02-04,6.6
2019-02-05,1.5
2019-02-06,9.4
2019-02-07,2.3
2019-02-08,4.1
2019-02-09,7.9
2019-02-10,5.3
2019-02-11,1.8
2019-02-12,0.0
2019-02-13,0.3
2019-02-14,0.0
2019-02-15,0.3
2019-02-16,0.0
2019-02-17,0.3295
2019-02-18,4.7
2019-02-19,1.501
2019-02-20,0.9
2019-02-21,5.2
2019-02-22,3.05
2019-02-23,5.85
2019-02-24,4.05
2019-02-25,0.15
2019-02-26,4.05
2019-02-27,4.2
2019-02-28,6.45
2019-03-01,9.75
2019-03-02,1.5
2019-03-03,1.5
2019-03-04,3.3
2019-03-05,1.5
2019-03-06,15.5
2019-03-07,3.6
2019-03-08,3.0
2019-03-09,0.5
2019-03-10,5.6
2019-03-11,2.0
2019-03-12,2.5
2019-03-13,7.9
2019-03-14,1.3
2019-03-15,2.3
2019-03-16,5.1
2019-03-17,3.6
2019-03-18,0.0
2019-03-19,14.95
2019-03-20,6.1
2019-03-21,5.6
2019-03-22,5.6
2019-03-23,7.35
2019-03-24,7.1
2019-03-25,3.05
2019-03-26,0.15
2019-03-27,0.3
2019-03-28,0.15
2019-03-29,9.399999999999999
2019-03-30,4.2
2019-03-31,1.15
2019-04-01,0.0
2019-04-02,4.3
2019-04-03,0.0
2019-04-04,1.3
2019-04-05,18.3
2019-04-06,0.0
2019-04-07,1.25
2019-04-08,1.4
2019-04-09,3.3
2019-04-10,2.0
2019-04-11,0.0
2019-04-12,5.1000000000000005
2019-04-13,0.2485
2019-04-14,0.0
2019-04-15,4.148499999999999
2019-04-16,6.2
2019-04-17,0.0005
2019-04-18,0.0
2019-04-19,0.0
2019-04-20,6.45
2019-04-21,0.0
2019-04-22,6.2
2019-04-23,2.55
2019-04-24,1.5055
2019-04-25,1.0
2019-04-26,0.15
2019-04-27,6.6
2019-04-28,0.3
2019-04-29,0.0
2019-04-30,4.05
2019-05-01,0.4
2019-05-02,0.0
2019-05-03,3.3
2019-05-04,5.6
2019-05-05,4.45
2019-05-06,3.2495
2019-05-07,0.0
2019-05-08,5.3
2019-05-09,10.7
2019-05-10,10.7
2019-05-11,0.5
2019-05-12,0.0
2019-05-13,0.25
2019-05-14,6.2
2019-05-15,6.45
2019-05-16,0.15
2019-05-17,9.9
2019-05-18,7.0
2019-05-19,1.05
2019-05-20,1.3
2019-05-21,0.15
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,3.9499999999999997
2019-05-25,7.1
2019-05-26,0.4
2019-05-27,0.7735
2019-05-28,2.0
2019-05-29,0.0
2019-05-30,1.3
2019-05-31,0.0
2019-06-01,0.5
2019-06-02,0.0
2019-06-03,3.0
2019-06-04,0.3
2019-06-05,0.3
2019-06-06,0.8
2019-06-07,0.8
2019-06-08,9.1
2019-06-09,0.5
2019-06-10,5.1
2019-06-11,25.9
2019-06-12,3.8
2019-06-13,8.9
2019-06-14,6.1
2019-06-15,0.3
2019-06-16,4.8
2019-06-17,0.5
2019-06-18,0.0
2019-06-19,1.5
2019-06-20,0.0
2019-06-21,0.5
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.25
2019-06-25,11.4
2019-06-26,7.6
2019-06-27,0.0
2019-06-28,0.0985
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,0.15
2019-07-02,1.15
2019-07-03,0.0
2019-07-04,0.15
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,1.3
2019-07-08,0.0
2019-07-09,0.15
2019-07-10,0.5
2019-07-11,0.4
2019-07-12,0.5
2019-07-13,0.3
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,2.5
2019-07-19,0.5
2019-07-20,22.9
2019-07-21,0.0
2019-07-22,8.75
2019-07-23,0.0
2019-07-24,8.1
2019-07-25,0.0
2019-07-26,2.4
2019-07-27,1.65
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,2.3005
2019-07-31,0.0175
2019-08-01,0.0
2019-08-02,0.3
2019-08-03,0.0
2019-08-04,0.5
2019-08-05,0.8
2019-08-06,2.3
2019-08-07,3.3
2019-08-08,0.4
2019-08-09,11.9
2019-08-10,4.8
2019-08-11,2.8
2019-08-12,10.9
2019-08-13,1.8
2019-08-14,1.0
2019-08-15,8.6
2019-08-16,0.0
2019-08-17,15.0
2019-08-18,0.0
2019-08-19,1.0
2019-08-20,0.5
2019-08-21,0.0
2019-08-22,0.25
2019-08-23,1.65
2019-08-24,0.15
2019-08-25,0.15
2019-08-26,0.0
2019-08-27,1.65
2019-08-28,2.3
2019-08-29,6.1
2019-08-30,0.0
2019-08-31,0.0585
2019-09-01,0.25
2019-09-02,0.15
2019-09-03,2.55
2019-09-04,2.3
2019-09-05,0.0
2019-09-06,6.85
2019-09-07,0.75
2019-09-08,6.2
2019-09-09,2.05
2019-09-10,1.05
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.8
2019-09-14,0.0
2019-09-15,4.45
2019-09-16,2.9
2019-09-17,0.3
2019-09-18,6.3500000000000005
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,3.6
2019-09-23,5.6
2019-09-24,13.0
2019-09-25,23.9
2019-09-26,2.3
2019-09-27,0.3
2019-09-28,5.8
2019-09-29,24.9
2019-09-30,2.3
2019-10-01,10.7
2019-10-02,3.8
2019-10-03,0.0
2019-10-04,3.8
2019-10-05,2.3
2019-10-06,9.4
2019-10-07,2.0
2019-10-08,2.0
2019-10-09,4.3
2019-10-10,8.6
2019-10-11,10.4
2019-10-12,8.9
2019-10-13,14.0
2019-10-14,8.1
2019-10-15,14.0
2019-10-16,1.5
2019-10-17,0.3
2019-10-18,6.1
2019-10-19,0.5
2019-10-20,0.0
2019-10-21,0.3
2019-10-22,0.3
2019-10-23,0.0
2019-10-24,1.3
2019-10-25,0.5
2019-10-26,4.1
2019-10-27,15.7
2019-10-28,0.0
2019-10-29,0.3
2019-10-30,0.0
2019-10-31,2.0
2019-11-01,3.3
2019-11-02,1.5
2019-11-03,17.5
2019-11-04,3.3
2019-11-05,0.5
2019-11-06,0.5
2019-11-07,12.2
2019-11-08,0.0
2019-11-09,0.8
2019-11-10,17.3
2019-11-11,2.8
2019-11-12,0.0
2019-11-13,7.1499999999999995
2019-11-14,10.9
2019-11-15,2.5
2019-11-16,2.3
2019-11-17,0.0
2019-11-18,1.0
2019-11-19,0.0
2019-11-20,0.3
2019-11-21,0.0
2019-11-22,2.3
2019-11-23,5.1
2019-11-24,1.5
2019-11-25,0.8
2019-11-26,4.3
2019-11-27,1.5
2019-11-28,7.4
2019-11-29,4.6
2019-11-30,0.0
2019-12-01,0.5
2019-12-02,0.0
2019-12-03,0.3
2019-12-04,0.0
2019-12-05,0.3
2019-12-06,1.8
2019-12-07,1.5
2019-12-08,5.6
2019-12-09,5.1
2019-12-10,0.3
2019-12-11,5.1
2019-12-12,0.8
2019-12-13,15.5
2019-12-14,1.5
2019-12-15,10.7
2019-12-16,7.1
2019-12-17,0.8
2019-12-18,1.5
2019-12-19,10.4
2019-12-20,7.9
2019-12-21,14.2
2019-12-22,4.1
2019-12-23,1.5
2019-12-24,1.5
2019-12-25,2.3
2019-12-26,0.0
2019-12-27,1.5
2019-12-28,0.5
2019-12-29,0.0
2019-12-30,0.15
2019-12-31,0.3
