Museum,Kpi,Number_of_visitors,Date,Comments,Date_Logged,ObjectId,date,self_counts,total_counts,likes_counts,retweet_counts,neutral_counts,positive_counts,negative_counts,Sentiment_value,day,weekend
Bristol Museum,visits,746.0,2018-03-16,,2018/03/23 14:23:59.374+00,1289,2018-03-16,4.0,1.0,64.0,40.0,0.0,1.0,0.0,0.6705,Friday,False
Bristol Museum,visits,1874.0,2018-03-17,,2018/03/23 14:24:13.749+00,1287,2018-03-17,0.0,4.0,46.0,25.0,1.0,2.0,1.0,0.348725,Saturday,True
Bristol Museum,visits,823.0,2018-03-18,,2018/03/23 14:24:27.495+00,1285,2018-03-18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7579,Sunday,True
Bristol Museum,visits,775.0,2018-03-20,,2018/03/23 14:26:45.732+00,1283,2018-03-20,3.0,5.0,20.0,8.0,3.0,2.0,0.0,0.16014,Tuesday,False
Bristol Museum,visits,760.0,2018-03-21,,2018/03/23 14:27:04.610+00,1281,2018-03-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,709.0,2018-03-22,,2018/03/23 14:27:19.011+00,1279,2018-03-22,3.0,2.0,33.0,16.0,1.0,1.0,0.0,0.46365,Thursday,False
Bristol Museum,visits,980.0,2018-03-23,,2018/03/24 15:20:16.484+00,1270,2018-03-23,1.0,4.0,6.0,2.0,1.0,3.0,0.0,0.511375,Friday,False
Bristol Museum,visits,1726.0,2018-03-24,,2018/03/27 13:41:03.054+00,1263,2018-03-24,2.0,1.0,20.0,11.0,0.0,1.0,0.0,0.5859,Saturday,True
Bristol Museum,visits,2447.0,2018-03-25,,2018/03/27 13:41:12.625+00,1242,2018-03-25,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,753.0,2018-03-26,,2018/03/27 13:41:18.982+00,1199,2018-03-26,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.4643,Monday,False
Bristol Museum,visits,2272.0,2018-03-30,,2018/04/04 12:55:53.001+00,1187,2018-03-30,5.0,2.0,49.0,33.0,0.0,1.0,1.0,-0.011999999999999997,Friday,False
Bristol Museum,visits,3206.0,2018-03-31,,2018/04/04 12:56:22.090+00,1181,2018-03-31,2.0,3.0,29.0,13.0,1.0,1.0,1.0,0.13686666666666666,Saturday,True
Bristol Museum,visits,1429.0,2018-04-01,,2018/04/04 12:54:05.453+00,1169,2018-04-01,2.0,3.0,56.0,10.0,2.0,0.0,1.0,-0.042666666666666665,Sunday,True
Bristol Museum,visits,2470.0,2018-04-02,,2018/04/04 13:01:44.518+00,1151,2018-04-02,1.0,1.0,5.0,3.0,0.0,1.0,0.0,0.5719,Monday,False
Bristol Museum,visits,1722.0,2018-04-03,,2018/04/04 13:02:05.178+00,1100,2018-04-03,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.379,Tuesday,False
Bristol Museum,visits,2481.0,2018-04-04,,2018/04/08 09:18:22.629+00,1085,2018-04-04,3.0,3.0,52.0,60.0,3.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,1601.0,2018-04-05,,2018/04/08 09:17:45.405+00,1070,2018-04-05,1.0,3.0,7.0,1.0,1.0,2.0,0.0,0.3726,Thursday,False
Bristol Museum,visits,1493.0,2018-04-06,,2018/04/08 09:16:40.394+00,1013,2018-04-06,1.0,1.0,9.0,6.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,2444.0,2018-04-07,,2018/04/08 09:15:41.056+00,977,2018-04-07,2.0,3.0,74.0,30.0,2.0,1.0,0.0,0.0593,Saturday,True
Bristol Museum,visits,1899.0,2018-04-08,,2018/04/15 09:22:09.801+00,959,2018-04-08,1.0,1.0,14.0,14.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,0.0,2018-04-09,,2019/02/12 13:18:51.790+00,944,2018-04-09,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,1335.0,2018-04-10,,2018/04/15 09:18:17.484+00,1107,2018-04-10,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.13286666666666666,Tuesday,False
Bristol Museum,visits,1592.0,2018-04-11,,2018/04/15 09:18:34.101+00,1097,2018-04-11,2.0,2.0,47.0,29.0,0.0,1.0,1.0,0.06589999999999999,Wednesday,False
Bristol Museum,visits,1003.0,2018-04-12,,2018/04/15 09:18:46.486+00,1087,2018-04-12,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,1061.0,2018-04-13,,2018/04/15 09:18:58.339+00,1077,2018-04-13,1.0,2.0,4.0,1.0,0.0,1.0,1.0,0.04074999999999998,Friday,False
Bristol Museum,visits,1690.0,2018-04-14,,2018/04/15 09:19:13.587+00,1062,2018-04-14,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.31245,Saturday,True
Bristol Museum,visits,1857.0,2018-04-15,,2018/04/17 15:33:57.971+00,997,2018-04-15,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,0.0,2018-04-16,,2019/02/12 13:17:59.723+00,967,2018-04-16,0.0,4.0,11.0,17.0,3.0,0.0,1.0,-0.056575,Monday,False
Bristol Museum,visits,838.0,2018-04-17,,2018/04/18 12:22:11.548+00,935,2018-04-17,0.0,3.0,21.0,8.0,2.0,0.0,1.0,-0.27253333333333335,Tuesday,False
Bristol Museum,visits,753.0,2018-04-18,,2018/04/22 09:57:15.036+00,921,2018-04-18,1.0,2.0,8.0,3.0,1.0,1.0,0.0,0.24695,Wednesday,False
Bristol Museum,visits,528.0,2018-04-19,,2018/04/22 09:57:26.131+00,918,2018-04-19,1.0,3.0,22.0,6.0,0.0,3.0,0.0,0.6774,Thursday,False
Bristol Museum,visits,761.0,2018-04-20,,2018/04/22 09:58:19.377+00,914,2018-04-20,6.0,2.0,49.0,27.0,1.0,1.0,0.0,0.1901,Friday,False
Bristol Museum,visits,1257.0,2018-04-21,,2018/04/22 09:58:30.498+00,911,2018-04-21,0.0,1.0,440.0,276.0,0.0,1.0,0.0,0.6239,Saturday,True
Bristol Museum,visits,1019.0,2018-04-22,,2018/04/25 09:28:34.892+00,906,,,,,,,,,,,False
Bristol Museum,visits,0.0,2018-04-23,,2019/02/12 13:17:31.599+00,1193,2018-04-23,2.0,1.0,79.0,28.0,0.0,1.0,0.0,0.9136,Monday,False
Bristol Museum,visits,1059.0,2018-04-24,,2018/04/25 09:29:42.905+00,1180,2018-04-24,2.0,4.0,74.0,30.0,1.0,3.0,0.0,0.45840000000000003,Tuesday,False
Bristol Museum,visits,1122.0,2018-04-25,,2018/04/27 13:46:28+00,1168,2018-04-25,2.0,3.0,46.0,34.0,0.0,3.0,0.0,0.6102666666666666,Wednesday,False
Bristol Museum,visits,641.0,2018-04-26,,2018/04/27 13:46:41.407+00,1162,2018-04-26,2.0,1.0,8.0,7.0,0.0,1.0,0.0,0.6229,Thursday,False
Bristol Museum,visits,1038.0,2018-04-27,,2018/04/29 10:20:07.868+00,1150,2018-04-27,2.0,2.0,13.0,7.0,1.0,1.0,0.0,0.4531,Friday,False
Bristol Museum,visits,2113.0,2018-04-28,,2018/04/29 10:20:38.474+00,1136,2018-04-28,0.0,3.0,4.0,0.0,2.0,1.0,0.0,0.27843333333333337,Saturday,True
Bristol Museum,visits,1591.0,2018-04-29,md,2019/02/12 13:19:51.858+00,1101,2018-04-29,3.0,1.0,76.0,40.0,0.0,1.0,0.0,0.765,Sunday,True
Bristol Museum,visits,1599.0,2018-04-30,,2018/05/05 14:22:25.267+00,1024,,,,,,,,,,,False
Bristol Museum,visits,0.0,2018-04-30,,2019/02/12 13:20:35.611+00,1071,,,,,,,,,,,False
Bristol Museum,visits,767.0,2018-05-01,,2018/05/05 14:21:56.996+00,1000,2018-05-01,2.0,1.0,29.0,15.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,798.0,2018-05-02,,2018/05/05 14:21:41.250+00,982,2018-05-02,3.0,1.0,22.0,19.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,538.0,2018-05-03,,2018/05/05 14:21:31.371+00,970,2018-05-03,0.0,2.0,11.0,5.0,1.0,0.0,1.0,-0.1673,Thursday,False
Bristol Museum,visits,866.0,2018-05-04,,2018/05/05 14:21:17.593+00,951,2018-05-04,1.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,974.0,2018-05-05,,2018/05/06 11:12:12.855+00,925,2018-05-05,0.0,3.0,577.0,343.0,2.0,1.0,0.0,0.24766666666666667,Saturday,True
Bristol Museum,visits,819.0,2018-05-06,,2018/05/08 09:39:12.344+00,1059,2018-05-06,0.0,3.0,13.0,4.0,1.0,2.0,0.0,0.42660000000000003,Sunday,True
Bristol Museum,visits,501.0,2018-05-07,,2018/05/08 09:39:43.652+00,1054,2018-05-07,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6839500000000001,Monday,False
Bristol Museum,visits,528.0,2018-05-08,,2018/05/09 13:43:35.021+00,1049,2018-05-08,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,720.0,2018-05-09,,2018/05/11 13:05:58.636+00,1045,2018-05-09,1.0,2.0,11.0,6.0,1.0,1.0,0.0,0.44035,Wednesday,False
Bristol Museum,visits,744.0,2018-05-10,,2018/05/11 13:06:08.309+00,1041,2018-05-10,3.0,2.0,18.0,6.0,0.0,2.0,0.0,0.72675,Thursday,False
Bristol Museum,visits,677.0,2018-05-11,,2018/05/12 14:38:42.127+00,1037,2018-05-11,5.0,2.0,48.0,22.0,0.0,2.0,0.0,0.47550000000000003,Friday,False
Bristol Museum,visits,1536.0,2018-05-12,,2018/05/13 09:55:55.860+00,1032,2018-05-12,0.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,801.0,2018-05-13,,2018/05/15 09:35:49.748+00,1022,2018-05-13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,0.0,2018-05-14,,2019/02/12 13:13:19.477+00,998,2018-05-14,4.0,1.0,28.0,21.0,0.0,1.0,0.0,0.4404,Monday,False
Bristol Museum,visits,478.0,2018-05-15,,2018/05/16 12:34:58.038+00,1130,2018-05-15,2.0,2.0,23.0,8.0,1.0,0.0,1.0,-0.27115,Tuesday,False
Bristol Museum,visits,893.0,2018-05-16,,2018/05/18 15:23:24.026+00,1126,2018-05-16,10.0,3.0,80.0,44.0,1.0,2.0,0.0,0.5638,Wednesday,False
Bristol Museum,visits,591.0,2018-05-17,,2018/05/18 15:23:45.977+00,1124,2018-05-17,5.0,13.0,21.0,17.0,2.0,4.0,7.0,-0.06593846153846156,Thursday,False
Bristol Museum,visits,560.0,2018-05-18,,2018/05/19 12:23:59.618+00,1120,2018-05-18,3.0,11.0,82.0,22.0,1.0,5.0,5.0,-0.053636363636363656,Friday,False
Bristol Museum,visits,816.0,2018-05-19,,2018/05/20 10:03:39.508+00,1116,2018-05-19,2.0,6.0,26.0,16.0,0.0,2.0,4.0,-0.13490000000000002,Saturday,True
Bristol Museum,visits,569.0,2018-05-20,,2018/05/21 12:26:38.508+00,1111,2018-05-20,1.0,3.0,25.0,16.0,2.0,0.0,1.0,-0.1890666666666667,Sunday,True
Bristol Museum,visits,0.0,2018-05-21,,2019/02/12 13:13:05.116+00,1094,,,,,,,,,,,False
Bristol Museum,visits,629.0,2018-05-22,,2018/05/23 09:17:52.998+00,1074,2018-05-22,1.0,2.0,54.0,31.0,1.0,0.0,1.0,-0.10115,Tuesday,False
Bristol Museum,visits,661.0,2018-05-23,,2018/05/28 10:09:07.178+00,1017,2018-05-23,1.0,5.0,12.0,4.0,3.0,2.0,0.0,0.29366,Wednesday,False
Bristol Museum,visits,643.0,2018-05-24,,2018/05/28 10:09:18.733+00,1005,2018-05-24,0.0,4.0,3.0,2.0,2.0,2.0,0.0,0.29585,Thursday,False
Bristol Museum,visits,1047.0,2018-05-25,,2018/05/28 10:09:31.393+00,993,2018-05-25,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1609.0,2018-05-26,,2018/05/27 09:27:58.229+00,975,2018-05-26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5994,Saturday,True
Bristol Museum,visits,1800.0,2018-05-27,,2018/05/28 10:09:44.073+00,922,2018-05-27,0.0,4.0,4.0,3.0,2.0,2.0,0.0,0.377575,Sunday,True
Bristol Museum,visits,1334.0,2018-05-28,,2018/05/29 09:59:21.767+00,847,2018-05-28,0.0,6.0,5.0,4.0,3.0,3.0,0.0,0.31245,Monday,False
Bristol Museum,visits,1216.0,2018-05-29,,2018/05/30 09:25:46.114+00,842,2018-05-29,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.28595,Tuesday,False
Bristol Museum,visits,1926.0,2018-05-30,,2018/05/31 13:52:43.688+00,838,2018-05-30,1.0,17.0,11.0,11.0,10.0,7.0,0.0,0.2647294117647059,Wednesday,False
Bristol Museum,visits,1273.0,2018-05-31,md,2019/02/12 13:15:52.190+00,835,2018-05-31,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.7080500000000001,Thursday,False
Bristol Museum,visits,1.0,2018-05-31,test,2018/05/15 12:46:36.895+00,830,2018-05-31,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.7080500000000001,Thursday,False
Bristol Museum,visits,1284.0,2018-05-31,,2018/06/03 11:16:16.613+00,832,2018-05-31,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.7080500000000001,Thursday,False
Bristol Museum,visits,1239.0,2018-06-01,,2018/06/03 11:16:40.996+00,828,2018-06-01,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.8834,Friday,False
Bristol Museum,visits,1027.0,2018-06-02,,2018/06/03 11:16:57.515+00,824,,,,,,,,,,,False
Bristol Museum,visits,630.0,2018-06-03,,2018/06/04 12:52:26.433+00,818,2018-06-03,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.72765,Sunday,True
Bristol Museum,visits,0.0,2018-06-04,,2019/02/12 13:02:45.083+00,814,2018-06-04,0.0,2.0,10.0,3.0,0.0,1.0,1.0,0.29564999999999997,Monday,False
Bristol Museum,visits,718.0,2018-06-05,,2018/06/08 13:01:57.924+00,811,2018-06-05,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.4524333333333333,Tuesday,False
Bristol Museum,visits,696.0,2018-06-06,,2018/06/08 13:01:45.668+00,808,2018-06-06,1.0,3.0,11.0,9.0,2.0,1.0,0.0,0.18076666666666666,Wednesday,False
Bristol Museum,visits,679.0,2018-06-07,,2018/06/08 13:01:19.452+00,805,2018-06-07,0.0,3.0,24.0,12.0,1.0,2.0,0.0,0.4172666666666667,Thursday,False
Bristol Museum,visits,758.0,2018-06-08,,2018/06/10 11:27:02.135+00,802,2018-06-08,3.0,0.0,15.0,6.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1062.0,2018-06-09,,2018/06/10 11:27:17.004+00,899,2018-06-09,1.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,867.0,2018-06-10,,2018/06/12 10:19:57.452+00,894,2018-06-10,1.0,2.0,13.0,5.0,1.0,1.0,0.0,0.31245,Sunday,True
Bristol Museum,visits,0.0,2018-06-11,,2019/02/12 13:00:14.242+00,888,2018-06-11,1.0,2.0,23.0,10.0,0.0,2.0,0.0,0.76325,Monday,False
Bristol Museum,visits,740.0,2018-06-12,,2018/06/13 12:22:57.965+00,882,2018-06-12,1.0,2.0,15.0,6.0,0.0,2.0,0.0,0.6314500000000001,Tuesday,False
Bristol Museum,visits,808.0,2018-06-13,,2018/06/17 11:25:15.321+00,879,2018-06-13,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.1998,Wednesday,False
Bristol Museum,visits,728.0,2018-06-14,,2018/06/17 11:25:28.295+00,877,2018-06-14,1.0,3.0,43.0,38.0,0.0,3.0,0.0,0.6117333333333334,Thursday,False
Bristol Museum,visits,1009.0,2018-06-15,,2018/06/17 11:26:22.972+00,873,2018-06-15,1.0,8.0,20.0,16.0,3.0,5.0,0.0,0.45330000000000004,Friday,False
Bristol Museum,visits,1866.0,2018-06-16,,2018/06/17 11:26:46.550+00,869,2018-06-16,1.0,1.0,5.0,6.0,0.0,1.0,0.0,0.5161,Saturday,True
Bristol Museum,visits,1519.0,2018-06-17,,2018/06/19 09:43:06.507+00,860,2018-06-17,0.0,4.0,4.0,3.0,0.0,4.0,0.0,0.694375,Sunday,True
Bristol Museum,visits,0.0,2018-06-18,,2019/02/12 12:59:52.304+00,853,2018-06-18,0.0,4.0,4.0,3.0,3.0,1.0,0.0,0.159225,Monday,False
Bristol Museum,visits,787.0,2018-06-19,,2018/06/21 11:26:55.795+00,1189,2018-06-19,0.0,7.0,3.0,3.0,4.0,3.0,0.0,0.2568857142857143,Tuesday,False
Bristol Museum,visits,1076.0,2018-06-20,,2018/06/22 15:49:57.390+00,1182,2018-06-20,3.0,5.0,63.0,34.0,1.0,4.0,0.0,0.43404,Wednesday,False
Bristol Museum,visits,774.0,2018-06-21,,2018/06/22 15:50:09.621+00,1176,2018-06-21,3.0,4.0,63.0,50.0,3.0,1.0,0.0,0.13875,Thursday,False
Bristol Museum,visits,821.0,2018-06-22,,2018/06/23 11:23:05.843+00,1170,2018-06-22,1.0,3.0,41.0,5.0,0.0,3.0,0.0,0.6734333333333334,Friday,False
Bristol Museum,visits,1072.0,2018-06-23,,2018/06/24 08:02:09.862+00,1155,,,,,,,,,,,False
Bristol Museum,visits,746.0,2018-06-24,,2018/06/25 13:08:14.930+00,1143,2018-06-24,0.0,10.0,0.0,0.0,9.0,1.0,0.0,0.04199,Sunday,True
Bristol Museum,visits,0.0,2018-06-25,,2019/02/12 12:59:28.439+00,1098,2018-06-25,1.0,0.0,7.0,1.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,655.0,2018-06-26,,2018/06/27 16:08:56.277+00,1083,2018-06-26,2.0,2.0,31.0,20.0,1.0,1.0,0.0,0.47425,Tuesday,False
Bristol Museum,visits,658.0,2018-06-27,,2018/06/30 09:21:00.310+00,1026,2018-06-27,1.0,2.0,22.0,15.0,1.0,0.0,1.0,-0.1366,Wednesday,False
Bristol Museum,visits,516.0,2018-06-28,,2018/06/30 09:23:42.685+00,1014,2018-06-28,1.0,3.0,33.0,6.0,0.0,3.0,0.0,0.6350333333333333,Thursday,False
Bristol Museum,visits,529.0,2018-06-29,,2018/06/30 09:23:52.945+00,996,2018-06-29,4.0,0.0,36.0,17.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,6.0,2018-06-30,test2,2018/05/15 12:47:06.772+00,940,2018-06-30,1.0,0.0,39.0,18.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,947.0,2018-06-30,,2018/07/01 10:09:23.666+00,960,2018-06-30,1.0,0.0,39.0,18.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,943.0,2018-06-30,md,2019/02/12 13:10:19.545+00,984,2018-06-30,1.0,0.0,39.0,18.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,788.0,2018-07-01,,2018/07/02 12:43:16.644+00,934,,,,,,,,,,,False
Bristol Museum,visits,649.0,2018-07-02,,2018/07/03 12:46:07.426+00,700,2018-07-02,2.0,2.0,28.0,11.0,1.0,1.0,0.0,0.3303,Monday,False
Bristol Museum,visits,819.0,2018-07-03,,2018/07/04 13:20:54.460+00,696,2018-07-03,0.0,3.0,5.0,2.0,2.0,1.0,0.0,0.25943333333333335,Tuesday,False
Bristol Museum,visits,830.0,2018-07-04,,2018/07/10 14:04:10.730+00,691,2018-07-04,1.0,2.0,27.0,13.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,912.0,2018-07-05,,2018/07/10 14:04:20.680+00,689,2018-07-05,2.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,848.0,2018-07-06,,2018/07/10 14:04:30.557+00,686,2018-07-06,2.0,3.0,18.0,20.0,1.0,1.0,1.0,0.2195,Friday,False
Bristol Museum,visits,1306.0,2018-07-07,,2018/07/10 14:04:42.741+00,683,2018-07-07,4.0,1.0,13.0,8.0,0.0,1.0,0.0,0.7783,Saturday,True
Bristol Museum,visits,1580.0,2018-07-08,,2018/07/10 14:04:52.480+00,679,2018-07-08,1.0,4.0,20.0,8.0,1.0,3.0,0.0,0.5096,Sunday,True
Bristol Museum,visits,845.0,2018-07-09,,2018/07/10 14:13:34.522+00,674,2018-07-09,0.0,3.0,5.0,3.0,0.0,3.0,0.0,0.6829333333333333,Monday,False
Bristol Museum,visits,953.0,2018-07-10,,2018/07/11 12:06:39.755+00,670,2018-07-10,7.0,3.0,42.0,18.0,1.0,2.0,0.0,0.2904,Tuesday,False
Bristol Museum,visits,935.0,2018-07-11,,2018/07/12 10:39:49.828+00,666,2018-07-11,3.0,2.0,34.0,6.0,0.0,2.0,0.0,0.7011000000000001,Wednesday,False
Bristol Museum,visits,957.0,2018-07-12,,2018/07/14 09:55:41.192+00,663,2018-07-12,0.0,4.0,16.0,4.0,1.0,3.0,0.0,0.56545,Thursday,False
Bristol Museum,visits,1009.0,2018-07-13,,2018/07/14 09:55:51.634+00,659,2018-07-13,2.0,2.0,40.0,30.0,0.0,2.0,0.0,0.56725,Friday,False
Bristol Museum,visits,1863.0,2018-07-14,,2018/07/15 10:38:43.140+00,655,2018-07-14,1.0,0.0,10.0,5.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1692.0,2018-07-15,,2018/07/30 10:14:36.273+00,628,2018-07-15,2.0,3.0,9.0,8.0,1.0,2.0,0.0,0.46060000000000006,Sunday,True
Bristol Museum,visits,878.0,2018-07-16,,2018/07/30 10:14:49.746+00,620,2018-07-16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9169,Monday,False
Bristol Museum,visits,1162.0,2018-07-17,,2018/07/30 10:14:59.361+00,612,2018-07-17,4.0,1.0,24.0,16.0,0.0,1.0,0.0,0.7579,Tuesday,False
Bristol Museum,visits,972.0,2018-07-18,,2018/07/30 10:15:10.955+00,603,2018-07-18,4.0,2.0,27.0,10.0,0.0,2.0,0.0,0.6412,Wednesday,False
Bristol Museum,visits,1163.0,2018-07-19,,2018/07/30 10:15:24.509+00,597,2018-07-19,4.0,3.0,18.0,8.0,0.0,3.0,0.0,0.6294,Thursday,False
Bristol Museum,visits,996.0,2018-07-20,,2018/07/30 10:15:36.602+00,588,2018-07-20,5.0,4.0,19.0,6.0,0.0,4.0,0.0,0.70145,Friday,False
Bristol Museum,visits,1991.0,2018-07-21,,2018/07/30 10:15:50.617+00,579,2018-07-21,1.0,3.0,5.0,3.0,2.0,1.0,0.0,0.15293333333333334,Saturday,True
Bristol Museum,visits,1483.0,2018-07-22,,2018/07/23 15:52:12.182+00,534,2018-07-22,2.0,0.0,15.0,5.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,1318.0,2018-07-23,,2018/07/24 11:19:46.552+00,522,2018-07-23,2.0,1.0,10.0,12.0,0.0,1.0,0.0,0.9186,Monday,False
Bristol Museum,visits,1303.0,2018-07-24,,2018/07/25 09:41:23.096+00,463,2018-07-24,3.0,0.0,17.0,7.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,1413.0,2018-07-25,,2018/07/29 12:13:57.346+00,455,2018-07-25,3.0,1.0,13.0,12.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,1374.0,2018-07-26,,2018/07/29 12:14:11.734+00,443,2018-07-26,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,1444.0,2018-07-27,,2018/07/29 12:14:21.862+00,433,2018-07-27,3.0,0.0,14.0,3.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,2511.0,2018-07-28,,2018/07/29 12:14:29.334+00,427,2018-07-28,2.0,2.0,7.0,4.0,1.0,1.0,0.0,0.2202,Saturday,True
Bristol Museum,visits,2558.0,2018-07-29,,2018/07/30 10:16:09.332+00,747,2018-07-29,2.0,1.0,12.0,7.0,0.0,1.0,0.0,0.6369,Sunday,True
Bristol Museum,visits,2054.0,2018-07-30,,2018/08/01 10:17:48.286+00,743,2018-07-30,1.0,2.0,12.0,14.0,2.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,1774.0,2018-07-31,md,2019/02/12 12:56:48.957+00,738,2018-07-31,1.0,1.0,11.0,6.0,0.0,1.0,0.0,0.9342,Tuesday,False
Bristol Museum,visits,1778.0,2018-07-31,,2018/08/01 10:17:57.115+00,737,2018-07-31,1.0,1.0,11.0,6.0,0.0,1.0,0.0,0.9342,Tuesday,False
Bristol Museum,visits,1870.0,2018-08-01,,2018/08/02 14:40:38.938+00,731,2018-08-01,2.0,0.0,7.0,5.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,1662.0,2018-08-02,,2018/08/03 13:19:10.120+00,727,2018-08-02,4.0,3.0,19.0,11.0,2.0,1.0,0.0,0.1890666666666667,Thursday,False
Bristol Museum,visits,1456.0,2018-08-03,md,2019/02/12 12:51:13.742+00,726,2018-08-03,3.0,2.0,28.0,18.0,0.0,2.0,0.0,0.44805,Friday,False
Bristol Museum,visits,2051.0,2018-08-04,md,2019/02/12 12:50:20.260+00,723,2018-08-04,1.0,0.0,5.0,2.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1639.0,2018-08-05,,2018/08/07 09:33:35.494+00,717,2018-08-05,2.0,2.0,13.0,6.0,0.0,2.0,0.0,0.9307000000000001,Sunday,True
Bristol Museum,visits,1240.0,2018-08-06,,2018/08/07 10:53:25.335+00,713,2018-08-06,3.0,3.0,33.0,15.0,1.0,2.0,0.0,0.43143333333333334,Monday,False
Bristol Museum,visits,1651.0,2018-08-07,,2018/08/08 12:17:10.539+00,708,2018-08-07,4.0,4.0,62.0,29.0,1.0,3.0,0.0,0.490925,Tuesday,False
Bristol Museum,visits,1937.0,2018-08-08,,2018/08/09 14:45:29.806+00,703,2018-08-08,6.0,3.0,15.0,14.0,1.0,2.0,0.0,0.41150000000000003,Wednesday,False
Bristol Museum,visits,1879.0,2018-08-09,,2018/08/10 11:19:07.841+00,627,2018-08-09,3.0,3.0,25.0,13.0,0.0,3.0,0.0,0.6671,Thursday,False
Bristol Museum,visits,2220.0,2018-08-10,,2018/08/11 09:26:06.072+00,595,2018-08-10,4.0,0.0,18.0,10.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,3723.0,2018-08-11,,2018/08/12 09:35:00.725+00,583,2018-08-11,4.0,1.0,26.0,6.0,0.0,1.0,0.0,0.8957,Saturday,True
Bristol Museum,visits,3358.0,2018-08-12,,2018/08/13 09:06:38.102+00,571,2018-08-12,2.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,1787.0,2018-08-13,,2018/08/14 11:51:52.854+00,533,2018-08-13,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.68,Monday,False
Bristol Museum,visits,2020.0,2018-08-14,,2018/08/15 15:09:06.549+00,524,2018-08-14,3.0,10.0,29.0,15.0,9.0,1.0,0.0,0.09325,Tuesday,False
Bristol Museum,visits,2058.0,2018-08-15,md,2019/02/12 12:48:49.002+00,450,2018-08-15,2.0,4.0,8.0,4.0,2.0,2.0,0.0,0.2605,Wednesday,False
Bristol Museum,visits,1842.0,2018-08-16,,2018/08/17 11:15:28.513+00,438,2018-08-16,2.0,4.0,16.0,3.0,2.0,1.0,1.0,0.04012500000000001,Thursday,False
