Museum,Kpi,Number_of_visitors,Date,Comments,Date_Logged,ObjectId,date,self_counts,total_counts,likes_counts,retweet_counts,neutral_counts,positive_counts,negative_counts,Sentiment_value,day,weekend
Bristol Museum,visits,990.0,2015-04-01,,2017/05/10 14:50:55.376+00,6854,2015-04-01,5.0,5.0,9.0,11.0,3.0,1.0,1.0,0.11194,Wednesday,False
Bristol Museum,visits,1452.0,2015-04-02,,2017/05/10 14:50:55.380+00,6848,2015-04-02,4.0,9.0,22.0,42.0,3.0,0.0,6.0,-0.34040000000000004,Thursday,False
Bristol Museum,visits,1894.0,2015-04-03,,2017/05/10 14:50:55.384+00,6842,2015-04-03,2.0,3.0,3.0,3.0,0.0,1.0,2.0,-0.14976666666666671,Friday,False
Bristol Museum,visits,1939.0,2015-04-04,,2017/05/10 14:50:55.387+00,6836,2015-04-04,3.0,2.0,12.0,5.0,1.0,1.0,0.0,0.064,Saturday,True
Bristol Museum,visits,796.0,2015-04-05,,2017/05/10 14:50:55.391+00,6830,2015-04-05,1.0,3.0,5.0,2.0,1.0,2.0,0.0,0.26913333333333334,Sunday,True
Bristol Museum,visits,1211.0,2015-04-06,,2017/05/10 14:50:55.395+00,6824,2015-04-06,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,1125.0,2015-04-07,,2017/05/10 14:50:55.398+00,6818,2015-04-07,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,984.0,2015-04-08,,2017/05/10 14:50:55.402+00,6812,2015-04-08,11.0,2.0,13.0,22.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,1510.0,2015-04-09,,2017/05/10 14:50:55.405+00,6806,2015-04-09,5.0,3.0,8.0,12.0,3.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,927.0,2015-04-10,,2017/05/10 14:50:55.409+00,6688,2015-04-10,1.0,2.0,5.0,8.0,1.0,1.0,0.0,0.31845,Friday,False
Bristol Museum,visits,956.0,2015-04-11,,2017/05/10 14:50:55.412+00,6682,2015-04-11,3.0,3.0,3.0,4.0,2.0,1.0,0.0,0.17020000000000002,Saturday,True
Bristol Museum,visits,710.0,2015-04-12,,2017/05/10 14:50:55.416+00,6676,2015-04-12,3.0,5.0,2.0,5.0,4.0,1.0,0.0,0.07604,Sunday,True
Bristol Museum,visits,615.0,2015-04-13,,2017/05/10 14:50:55.420+00,6670,2015-04-13,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,545.0,2015-04-14,,2017/05/10 14:50:55.423+00,6639,2015-04-14,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.5572666666666667,Tuesday,False
Bristol Museum,visits,596.0,2015-04-15,,2017/05/10 14:50:55.427+00,6622,,,,,,,,,,,False
Bristol Museum,visits,469.0,2015-04-16,,2017/05/10 14:50:55.430+00,6549,2015-04-16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2732,Thursday,False
Bristol Museum,visits,540.0,2015-04-17,,2017/05/10 14:50:55.444+00,6507,2015-04-17,3.0,0.0,3.0,5.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1328.0,2015-04-18,,2017/05/10 14:50:55.448+00,6418,2015-04-18,5.0,2.0,11.0,18.0,2.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1025.0,2015-04-19,,2017/05/10 14:50:55.451+00,6793,2015-04-19,2.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,634.0,2015-04-20,,2017/05/10 14:50:55.456+00,6769,2015-04-20,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,589.0,2015-04-21,,2017/05/10 14:50:55.460+00,6729,2015-04-21,1.0,3.0,5.0,4.0,1.0,2.0,0.0,0.2679333333333333,Tuesday,False
Bristol Museum,visits,397.0,2015-04-22,,2017/05/10 14:50:55.464+00,6699,2015-04-22,4.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0386,Wednesday,False
Bristol Museum,visits,499.0,2015-04-23,,2017/05/10 14:50:55.468+00,6642,2015-04-23,7.0,2.0,12.0,19.0,0.0,2.0,0.0,0.53035,Thursday,False
Bristol Museum,visits,378.0,2015-04-24,,2017/05/10 14:50:55.471+00,6564,2015-04-24,3.0,2.0,5.0,7.0,1.0,1.0,0.0,0.20095,Friday,False
Bristol Museum,visits,1872.0,2015-04-25,,2017/05/10 14:50:55.475+00,6522,2015-04-25,3.0,3.0,10.0,10.0,2.0,1.0,0.0,0.12040000000000001,Saturday,True
Bristol Museum,visits,1099.0,2015-04-26,,2017/05/10 14:50:55.478+00,6483,2015-04-26,2.0,3.0,2.0,10.0,3.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,449.0,2015-04-27,,2017/05/10 14:50:55.482+00,6786,2015-04-27,6.0,1.0,18.0,25.0,0.0,0.0,1.0,-0.3612,Monday,False
Bristol Museum,visits,606.0,2015-04-28,,2017/05/10 14:50:55.486+00,6762,2015-04-28,7.0,1.0,6.0,15.0,0.0,1.0,0.0,0.4215,Tuesday,False
Bristol Museum,visits,467.0,2015-04-29,,2017/05/10 14:50:55.489+00,6727,2015-04-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,611.0,2015-04-30,,2017/05/10 14:50:55.493+00,6697,2015-04-30,5.0,2.0,6.0,9.0,1.0,1.0,0.0,0.3454,Thursday,False
Bristol Museum,visits,556.0,2015-05-01,,2017/05/10 14:50:55.497+00,6644,2015-05-01,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1854.0,2015-05-02,,2017/05/10 14:50:55.500+00,6572,2015-05-02,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,2018.0,2015-05-03,,2017/05/10 14:50:55.504+00,6530,2015-05-03,6.0,2.0,11.0,13.0,0.0,2.0,0.0,0.6027,Sunday,True
Bristol Museum,visits,1692.0,2015-05-04,,2017/05/10 14:50:55.507+00,6490,2015-05-04,3.0,2.0,5.0,5.0,0.0,2.0,0.0,0.6763,Monday,False
Bristol Museum,visits,547.0,2015-05-05,,2017/05/10 14:50:55.511+00,6797,2015-05-05,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6369,Tuesday,False
Bristol Museum,visits,720.0,2015-05-06,,2017/05/10 14:50:55.515+00,6775,2015-05-06,6.0,1.0,8.0,10.0,0.0,0.0,1.0,-0.594,Wednesday,False
Bristol Museum,visits,513.0,2015-05-07,,2017/05/10 14:50:55.518+00,6740,2015-05-07,4.0,0.0,4.0,6.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,609.0,2015-05-08,,2017/05/10 14:50:55.522+00,6710,2015-05-08,3.0,1.0,6.0,8.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1013.0,2015-05-09,,2017/05/10 14:50:55.526+00,6658,2015-05-09,3.0,3.0,5.0,7.0,2.0,1.0,0.0,0.2266,Saturday,True
Bristol Museum,visits,1140.0,2015-05-10,,2017/05/10 14:50:55.533+00,6589,2015-05-10,1.0,1.0,5.0,4.0,0.0,1.0,0.0,0.5859,Sunday,True
Bristol Museum,visits,798.0,2015-05-11,,2017/05/10 14:50:55.537+00,6547,2015-05-11,9.0,2.0,11.0,29.0,2.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,630.0,2015-05-12,,2017/05/10 14:50:55.540+00,6511,2015-05-12,2.0,2.0,8.0,6.0,1.0,1.0,0.0,0.31845,Tuesday,False
Bristol Museum,visits,295.0,2015-05-13,,2017/05/10 14:50:55.544+00,6416,2015-05-13,8.0,2.0,13.0,17.0,0.0,1.0,1.0,-0.031799999999999995,Wednesday,False
Bristol Museum,visits,652.0,2015-05-14,,2017/05/10 14:50:55.548+00,6617,2015-05-14,7.0,2.0,30.0,45.0,2.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,541.0,2015-05-15,,2017/05/10 14:50:55.551+00,6611,2015-05-15,2.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1749.0,2015-05-16,,2017/05/10 14:50:55.555+00,6605,2015-05-16,6.0,8.0,4.0,16.0,7.0,0.0,1.0,-0.0677875,Saturday,True
Bristol Museum,visits,1090.0,2015-05-17,,2017/05/10 14:50:55.559+00,6599,2015-05-17,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.12040000000000001,Sunday,True
Bristol Museum,visits,846.0,2015-05-18,,2017/05/10 14:50:55.562+00,6593,2015-05-18,3.0,0.0,8.0,8.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,910.0,2015-05-19,,2017/05/10 14:50:55.566+00,6569,2015-05-19,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,638.0,2015-05-20,,2017/05/10 14:50:55.569+00,6527,2015-05-20,2.0,0.0,4.0,2.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,422.0,2015-05-21,,2017/05/10 14:50:55.573+00,6482,2015-05-21,3.0,4.0,8.0,4.0,2.0,2.0,0.0,0.22797499999999998,Thursday,False
Bristol Museum,visits,555.0,2015-05-22,,2017/05/10 14:50:55.577+00,6755,2015-05-22,6.0,4.0,17.0,10.0,1.0,3.0,0.0,0.41595000000000004,Friday,False
Bristol Museum,visits,715.0,2015-05-23,,2017/05/10 14:50:55.581+00,6749,,,,,,,,,,,False
Bristol Museum,visits,1299.0,2015-05-24,,2017/05/10 14:50:55.584+00,6723,2015-05-24,0.0,2.0,14.0,11.0,1.0,1.0,0.0,0.29295,Sunday,True
Bristol Museum,visits,1736.0,2015-05-25,,2017/05/10 14:50:55.588+00,6693,2015-05-25,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.7703,Monday,False
Bristol Museum,visits,780.0,2015-05-26,,2017/05/10 14:50:55.592+00,6643,2015-05-26,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,545.0,2015-05-27,,2017/05/10 14:50:55.595+00,6560,2015-05-27,3.0,3.0,6.0,13.0,2.0,1.0,0.0,0.1858,Wednesday,False
Bristol Museum,visits,690.0,2015-05-28,,2017/05/10 14:50:55.599+00,6520,2015-05-28,4.0,0.0,4.0,4.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,2026.0,2015-05-29,,2017/05/10 14:50:55.602+00,6419,2015-05-29,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1353.0,2015-05-30,,2017/05/10 14:50:55.606+00,6479,2015-05-30,3.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,875.0,2015-05-31,,2017/05/10 14:50:55.610+00,6473,2015-05-31,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.1901,Sunday,True
Bristol Museum,visits,1000.0,2015-06-01,,2017/05/10 14:50:55.613+00,6467,2015-06-01,4.0,16.0,21.0,14.0,4.0,7.0,5.0,0.06252500000000001,Monday,False
Bristol Museum,visits,508.0,2015-06-02,,2017/05/10 14:50:55.617+00,6461,2015-06-02,2.0,0.0,2.0,4.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,429.0,2015-06-03,,2017/05/10 14:50:55.620+00,6455,2015-06-03,8.0,1.0,14.0,20.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,644.0,2015-06-04,,2017/05/10 14:50:55.624+00,6449,2015-06-04,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.2023,Thursday,False
Bristol Museum,visits,450.0,2015-06-05,,2017/05/10 14:50:55.628+00,6443,2015-06-05,3.0,3.0,3.0,8.0,0.0,3.0,0.0,0.4611,Friday,False
Bristol Museum,visits,1494.0,2015-06-06,,2017/05/10 14:50:55.631+00,6437,2015-06-06,3.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,521.0,2015-06-07,,2017/05/10 14:50:55.635+00,6417,2015-06-07,3.0,1.0,4.0,8.0,0.0,1.0,0.0,0.4871,Sunday,True
Bristol Museum,visits,457.0,2015-06-08,,2017/05/10 14:50:55.639+00,6776,2015-06-08,4.0,3.0,11.0,16.0,2.0,1.0,0.0,0.10606666666666666,Monday,False
Bristol Museum,visits,801.0,2015-06-09,,2017/05/10 14:50:55.642+00,6741,2015-06-09,4.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,733.0,2015-06-10,,2017/05/10 14:50:55.646+00,6711,2015-06-10,3.0,1.0,3.0,10.0,0.0,1.0,0.0,0.5859,Wednesday,False
Bristol Museum,visits,739.0,2015-06-11,,2017/05/10 14:50:55.650+00,6659,2015-06-11,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,900.0,2015-06-12,,2017/05/10 14:50:55.653+00,6626,2015-06-12,6.0,1.0,12.0,13.0,0.0,1.0,0.0,0.3818,Friday,False
Bristol Museum,visits,1603.0,2015-06-13,,2017/05/10 14:50:55.657+00,6552,2015-06-13,4.0,1.0,3.0,15.0,0.0,1.0,0.0,0.7425,Saturday,True
Bristol Museum,visits,503.0,2015-06-14,,2017/05/10 14:50:55.661+00,6508,2015-06-14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,603.0,2015-06-15,,2017/05/10 14:50:55.664+00,6421,2015-06-15,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,466.0,2015-06-16,,2017/05/10 14:50:55.668+00,6358,2015-06-16,1.0,3.0,3.0,4.0,2.0,0.0,1.0,-0.19063333333333332,Tuesday,False
Bristol Museum,visits,581.0,2015-06-17,,2017/05/10 14:50:55.672+00,6352,2015-06-17,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,603.0,2015-06-18,,2017/05/10 14:50:55.675+00,6326,2015-06-18,4.0,1.0,4.0,10.0,0.0,1.0,0.0,0.6808,Thursday,False
Bristol Museum,visits,419.0,2015-06-19,,2017/05/10 14:50:55.679+00,6290,2015-06-19,4.0,1.0,12.0,26.0,0.0,1.0,0.0,0.7644,Friday,False
Bristol Museum,visits,1434.0,2015-06-20,,2017/05/10 14:50:55.683+00,6250,2015-06-20,3.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1126.0,2015-06-21,,2017/05/10 14:50:55.686+00,6191,2015-06-21,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.4081666666666666,Sunday,True
Bristol Museum,visits,796.0,2015-06-22,,2017/05/10 14:50:55.690+00,6108,2015-06-22,4.0,0.0,4.0,6.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,696.0,2015-06-23,,2017/05/10 14:50:55.693+00,6060,,,,,,,,,,,False
Bristol Museum,visits,387.0,2015-06-24,,2017/05/10 14:50:55.696+00,6400,2015-06-24,2.0,5.0,10.0,16.0,2.0,3.0,0.0,0.27527999999999997,Wednesday,False
Bristol Museum,visits,628.0,2015-06-25,,2017/05/10 14:50:55.700+00,6381,2015-06-25,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,578.0,2015-06-26,,2017/05/10 14:50:55.704+00,6341,2015-06-26,1.0,3.0,11.0,8.0,3.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,970.0,2015-06-27,,2017/05/10 14:50:55.707+00,6305,2015-06-27,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1518.0,2015-06-28,,2017/05/10 14:50:55.711+00,6269,2015-06-28,1.0,1.0,7.0,5.0,0.0,0.0,1.0,-0.4404,Sunday,True
Bristol Museum,visits,558.0,2015-06-29,,2017/05/10 14:50:55.715+00,6233,2015-06-29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4215,Monday,False
Bristol Museum,visits,590.0,2015-06-30,,2017/05/10 14:50:55.718+00,6169,2015-06-30,2.0,0.0,3.0,7.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,620.0,2015-07-01,,2017/05/10 14:50:55.722+00,6089,2015-07-01,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,833.0,2015-07-02,,2017/05/10 14:50:55.725+00,6044,2015-07-02,2.0,0.0,3.0,3.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,607.0,2015-07-03,,2017/05/10 14:50:55.729+00,6374,2015-07-03,4.0,2.0,53.0,52.0,2.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1112.0,2015-07-04,,2017/05/10 14:50:55.733+00,6336,2015-07-04,1.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1550.0,2015-07-05,,2017/05/10 14:50:55.736+00,6300,2015-07-05,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.31245,Sunday,True
Bristol Museum,visits,1355.0,2015-07-06,,2017/05/10 14:50:55.740+00,6271,2015-07-06,3.0,3.0,8.0,7.0,1.0,2.0,0.0,0.2989,Monday,False
Bristol Museum,visits,2080.0,2015-07-07,,2017/05/10 14:50:55.744+00,6237,2015-07-07,4.0,1.0,5.0,4.0,0.0,0.0,1.0,-0.5994,Tuesday,False
Bristol Museum,visits,1695.0,2015-07-08,,2017/05/10 14:50:55.747+00,6174,2015-07-08,5.0,3.0,20.0,24.0,1.0,2.0,0.0,0.3388,Wednesday,False
Bristol Museum,visits,1520.0,2015-07-09,,2017/05/10 14:50:55.751+00,6096,2015-07-09,2.0,1.0,5.0,3.0,0.0,1.0,0.0,0.931,Thursday,False
Bristol Museum,visits,1986.0,2015-07-10,,2017/05/10 14:50:55.755+00,6048,2015-07-10,5.0,1.0,14.0,12.0,0.0,1.0,0.0,0.6588,Friday,False
Bristol Museum,visits,3870.0,2015-07-11,,2017/05/10 14:50:55.758+00,6215,2015-07-11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,3151.0,2015-07-12,,2017/05/10 14:50:55.762+00,6209,2015-07-12,1.0,0.0,7.0,2.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,1963.0,2015-07-13,,2017/05/10 14:50:55.766+00,6203,2015-07-13,2.0,1.0,8.0,7.0,0.0,1.0,0.0,0.4215,Monday,False
Bristol Museum,visits,1505.0,2015-07-14,,2017/05/10 14:50:55.769+00,6197,2015-07-14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,1955.0,2015-07-15,,2017/05/10 14:50:55.773+00,6179,2015-07-15,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9153,Wednesday,False
Bristol Museum,visits,944.0,2015-07-16,,2017/05/10 14:50:55.776+00,6103,2015-07-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,950.0,2015-07-17,,2017/05/10 14:50:55.780+00,6055,2015-07-17,1.0,0.0,8.0,4.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,4085.0,2015-07-18,,2017/05/10 14:50:55.784+00,6011,2015-07-18,2.0,2.0,4.0,6.0,0.0,2.0,0.0,0.0772,Saturday,True
Bristol Museum,visits,2023.0,2015-07-19,,2017/05/10 14:50:55.787+00,6392,2015-07-19,2.0,5.0,8.0,8.0,2.0,3.0,0.0,0.39082,Sunday,True
Bristol Museum,visits,1801.0,2015-07-20,,2017/05/10 14:50:55.791+00,6364,2015-07-20,3.0,3.0,7.0,1.0,2.0,1.0,0.0,0.1953,Monday,False
Bristol Museum,visits,2666.0,2015-07-21,,2017/05/10 14:50:55.795+00,6319,2015-07-21,3.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,1911.0,2015-07-22,,2017/05/10 14:50:55.798+00,6283,2015-07-22,4.0,2.0,4.0,5.0,1.0,1.0,0.0,0.31245,Wednesday,False
Bristol Museum,visits,3759.0,2015-07-23,,2017/05/10 14:50:55.802+00,6247,2015-07-23,3.0,26.0,9.0,17.0,24.0,2.0,0.0,0.0567,Thursday,False
Bristol Museum,visits,1962.0,2015-07-24,,2017/05/10 14:50:55.806+00,6187,2015-07-24,3.0,20.0,13.0,12.0,19.0,0.0,1.0,-0.033525,Friday,False
Bristol Museum,visits,2929.0,2015-07-25,,2017/05/10 14:50:55.809+00,6107,2015-07-25,1.0,4.0,5.0,7.0,1.0,2.0,1.0,0.22214999999999996,Saturday,True
Bristol Museum,visits,3578.0,2015-07-26,,2017/05/10 14:50:55.813+00,6059,2015-07-26,5.0,6.0,7.0,4.0,3.0,2.0,1.0,0.22901666666666665,Sunday,True
Bristol Museum,visits,3938.0,2015-07-27,,2017/05/10 14:50:55.816+00,6015,2015-07-27,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6705,Monday,False
Bristol Museum,visits,3294.0,2015-07-28,,2017/05/10 14:50:55.820+00,6146,2015-07-28,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,2227.0,2015-07-29,,2017/05/10 14:50:55.824+00,6140,2015-07-29,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.28595,Wednesday,False
Bristol Museum,visits,4021.0,2015-07-30,,2017/05/10 14:50:55.827+00,6134,2015-07-30,3.0,1.0,7.0,6.0,0.0,1.0,0.0,0.8934,Thursday,False
Bristol Museum,visits,2225.0,2015-07-31,,2017/05/10 14:50:55.831+00,6128,2015-07-31,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.5859,Friday,False
Bristol Museum,visits,3470.0,2015-08-03,,2017/05/10 14:50:55.842+00,6122,2015-08-03,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.21075,Monday,False
Bristol Museum,visits,2187.0,2015-08-04,,2017/05/10 14:50:55.845+00,6116,,,,,,,,,,,False
Bristol Museum,visits,2425.0,2015-08-05,,2017/05/10 14:50:55.849+00,6082,2015-08-05,6.0,2.0,11.0,14.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,2164.0,2015-08-06,,2017/05/10 14:50:55.853+00,6033,2015-08-06,5.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,2297.0,2015-08-07,,2017/05/10 14:50:55.856+00,6394,2015-08-07,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,4313.0,2015-08-08,,2017/05/10 14:50:55.860+00,6339,2015-08-08,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,3199.0,2015-08-09,,2017/05/10 14:50:55.864+00,6303,2015-08-09,4.0,2.0,9.0,2.0,2.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,4082.0,2015-08-10,,2017/05/10 14:50:55.867+00,6260,2015-08-10,1.0,3.0,6.0,4.0,3.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,2954.0,2015-08-11,,2017/05/10 14:50:55.871+00,6224,2015-08-11,5.0,3.0,7.0,10.0,0.0,1.0,2.0,-0.1630666666666667,Tuesday,False
Bristol Museum,visits,2627.0,2015-08-12,,2017/05/10 14:50:55.875+00,6154,2015-08-12,1.0,27.0,8.0,4.0,26.0,0.0,1.0,-0.005733333333333333,Wednesday,False
Bristol Museum,visits,3782.0,2015-08-13,,2017/05/10 14:50:55.879+00,6069,2015-08-13,6.0,8.0,11.0,21.0,0.0,8.0,0.0,0.79325,Thursday,False
Bristol Museum,visits,2201.0,2015-08-14,,2017/05/10 14:50:55.882+00,6020,2015-08-14,2.0,0.0,5.0,4.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,3143.0,2015-08-15,,2017/05/10 14:50:55.886+00,6388,2015-08-15,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,3283.0,2015-08-16,,2017/05/10 14:50:55.889+00,6361,2015-08-16,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.23835,Sunday,True
Bristol Museum,visits,2163.0,2015-08-17,,2017/05/10 14:50:55.893+00,6316,2015-08-17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4939,Monday,False
Bristol Museum,visits,2916.0,2015-08-18,,2017/05/10 14:50:55.897+00,6280,2015-08-18,2.0,2.0,13.0,20.0,1.0,1.0,0.0,0.1591,Tuesday,False
Bristol Museum,visits,2235.0,2015-08-19,,2017/05/10 14:50:55.900+00,6246,2015-08-19,4.0,5.0,2.0,1.0,1.0,2.0,2.0,0.13806,Wednesday,False
Bristol Museum,visits,2129.0,2015-08-20,,2017/05/10 14:50:55.904+00,6185,2015-08-20,3.0,17.0,7.0,7.0,2.0,12.0,3.0,0.4268235294117647,Thursday,False
Bristol Museum,visits,2051.0,2015-08-21,,2017/05/10 14:50:55.908+00,6102,2015-08-21,2.0,12.0,5.0,5.0,6.0,3.0,3.0,0.094425,Friday,False
Bristol Museum,visits,5628.0,2015-08-22,,2017/05/10 14:50:55.911+00,6054,2015-08-22,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.11981666666666667,Saturday,True
Bristol Museum,visits,3587.0,2015-08-23,,2017/05/10 14:50:55.915+00,6018,2015-08-23,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.42873333333333336,Sunday,True
Bristol Museum,visits,5074.0,2015-08-24,,2017/05/10 14:50:55.918+00,5748,2015-08-24,2.0,3.0,3.0,8.0,0.0,1.0,2.0,-0.08260000000000002,Monday,False
Bristol Museum,visits,2608.0,2015-08-25,,2017/05/10 14:50:55.922+00,5742,2015-08-25,1.0,4.0,8.0,0.0,2.0,1.0,1.0,0.132625,Tuesday,False
Bristol Museum,visits,2818.0,2015-08-26,,2017/05/10 14:50:55.925+00,5736,2015-08-26,5.0,4.0,23.0,11.0,2.0,2.0,0.0,0.30295,Wednesday,False
Bristol Museum,visits,1973.0,2015-08-27,,2017/05/10 14:50:55.928+00,5730,2015-08-27,2.0,5.0,11.0,7.0,4.0,1.0,0.0,0.13992,Thursday,False
Bristol Museum,visits,2648.0,2015-08-28,,2017/05/10 14:50:55.932+00,5724,2015-08-28,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,2774.0,2015-08-29,,2017/05/10 14:50:55.936+00,5718,2015-08-29,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.03443333333333334,Saturday,True
Bristol Museum,visits,2453.0,2015-08-30,,2017/05/10 14:50:55.939+00,5712,2015-08-30,1.0,6.0,19.0,9.0,4.0,2.0,0.0,0.14049999999999999,Sunday,True
Bristol Museum,visits,5151.0,2015-08-31,,2017/05/10 14:50:55.943+00,5704,2015-08-31,2.0,3.0,1.0,7.0,2.0,1.0,0.0,0.2548333333333333,Monday,False
Bristol Museum,visits,840.0,2015-09-01,,2017/05/10 14:50:55.951+00,5950,2015-09-01,3.0,3.0,6.0,13.0,2.0,1.0,0.0,0.2083,Tuesday,False
Bristol Museum,visits,799.0,2015-09-02,,2017/05/10 14:50:55.955+00,5932,2015-09-02,3.0,4.0,6.0,14.0,1.0,3.0,0.0,0.52835,Wednesday,False
Bristol Museum,visits,650.0,2015-09-03,,2017/05/10 14:50:55.959+00,5914,2015-09-03,2.0,0.0,8.0,23.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,521.0,2015-09-04,,2017/05/10 14:50:55.962+00,5857,2015-09-04,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,Friday,False
