Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-04T08:35:15.000Z,False,Are you more upstairs or downstairs? See where you feel most at home @ Georgian House! http://bristolmuseums.org.uk/georgian-house-museum/whats-at/… ^ad,0,1,2,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/584273010972106752,tweet_id:584273010972106752
Talib Muhammad,@Talib101,2015-04-03T18:13:10.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/7d0VrAkpR,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/794398765280956416/4XFEBsQs_normal.jpg,https://x.com/Talib101/status/584056060182421505,tweet_id:584056060182421505
ZIMBABWE KID,@RealZimbabweKid,2015-04-03T16:05:55.000Z,True,""": 10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/7aSQoB40h""",0,0,0,0,[],['@ATLBlackStar'],[],https://pbs.twimg.com/profile_images/1558335377676574720/63Ua1AKj_normal.jpg,https://x.com/RealZimbabweKid/status/584024037162094592,tweet_id:584024037162094592
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-03T15:40:14.000Z,False,We're looking forward to see the 'hidden treasures' of Bristol open their doors again tomorrow http://bristolmuseums.org.uk/blog/discover-bristols-hidden-treasures/… ^lm,0,2,1,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/584017571420188672,tweet_id:584017571420188672
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-03T13:20:13.000Z,False,What can you call treasure? Find out with our archaeology workshop on 25 April http://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/buried-treasure/… ^lm,0,1,0,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583982336687140864,tweet_id:583982336687140864
Iain Gray,@iain_gray,2015-04-03T09:20:25.000Z,False,#ff Happy Easter #Bristol @BrisBotanicGdn       ,0,0,2,0,"['#ff', '#Bristol']","['@BristolOldVic', '@casamia_', '@BristolAero', '@RWABristol', '@stgeorgesbris', '@bristol_museum', '@mshedbristol']",[],https://pbs.twimg.com/profile_images/1144128882/igg_compressed_normal.jpg,https://x.com/iain_gray/status/583921986939854848,tweet_id:583921986939854848
Julia,@Julia_A_Simpson,2015-04-02T17:55:44.000Z,False, Easter cakes #bristol #museum https://instagram.com/p/0-1BO5rm_k/,0,0,0,0,"['#bristol', '#museum']",['@mshedbristol'],[],https://pbs.twimg.com/profile_images/1798086996360855552/VHWBMWex_normal.jpg,https://x.com/Julia_A_Simpson/status/583689282763776001,tweet_id:583689282763776001
"Ana Lucia Araujo, PhD",@araujohistorian,2015-04-02T17:47:07.000Z,True,"Ten ""Disturbing"" Slave Trade Items From The Bristol Museum Exhibit In The UK http://atlantablackstar.com/2015/04/02/10-disturbing-slave-trade-items-from-the-bristol-museum-exhibit-in-the-u-k/…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1764266503979868160/l1oYwMV7_normal.jpg,https://x.com/araujohistorian/status/583687115810021376,tweet_id:583687115810021376
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-02T17:20:25.000Z,False,We're excited to re-open  & The Georgian House Museum this Saturday. Go & explore 10:30am-4pm http://bristolmuseums.org.uk/blog/discover-bristols-hidden-treasures/… ^lm,0,10,5,0,[],['@RedLodgeMuseum'],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583680396472246272,tweet_id:583680396472246272
Christian & Vincent,@GarconsOfficiel,2015-04-02T16:52:40.000Z,False,"Show lapin... Banksy, Bristol Museum @Mauraneofficiel    @NicolasKolt",1,9,11,0,[],"['@LaurenceFerrari', '@MicheleLaroque', '@veroniquegenest']",[],https://pbs.twimg.com/profile_images/1491344768764362753/k3ov_X6F_normal.jpg,https://x.com/GarconsOfficiel/status/583673413581012992,tweet_id:583673413581012992
Kilelle Kiano,@KilelleKianoMcm,2015-04-02T15:02:23.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/1AqM7UNmn,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/968671575485665282/0F6bBymz_normal.jpg,https://x.com/KilelleKianoMcm/status/583645659393347585,tweet_id:583645659393347585
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-02T14:25:08.000Z,False,Follow our  project twitter feed  - live updates throughout its development & testing with   ^GB,0,1,0,0,[],"['@digitalrnd', '@hiddenmuseum', '@BristolUni', '@aardman']",[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583636283811061763,tweet_id:583636283811061763
Tracing Center,@TracingCenter,2015-04-02T14:10:37.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. http://shar.es/1guQ3u,0,2,0,0,[],[],[],https://pbs.twimg.com/profile_images/756043038/twitter_normal.jpg,https://x.com/TracingCenter/status/583632631599931392,tweet_id:583632631599931392
THE NEWS JUNKIE DAIL,@marciaalane1,2015-04-02T14:07:32.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/411JdtPip,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/378800000565741460/98e7e3abf4d4ada2abd0ccbf5a19f69a_normal.jpeg,https://x.com/marciaalane1/status/583631857486409728,tweet_id:583631857486409728
Trlblzr,@TRLBLZR,2015-04-02T14:02:03.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/4plPiCJj3,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/941834224625053696/pNJ8NNZD_normal.jpg,https://x.com/TRLBLZR/status/583630475106906112,tweet_id:583630475106906112
Atlanta Black Star,@ATLBlackStar,2015-04-02T13:25:25.000Z,False,10 Disturbing Slave Trade Items From The Bristol Museum Exhibit In The U.K. - Atlanta Blackstar http://fb.me/7aSQoB40h,0,9,5,0,[],[],[],https://pbs.twimg.com/profile_images/761258193548894208/mOcui01p_normal.jpg,https://x.com/ATLBlackStar/status/583621255451975680,tweet_id:583621255451975680
Mrs DB,@ADanellsBewley,2015-04-02T11:48:11.000Z,False,Not in work but still keeping the work vibe going at Bristol museum,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1054690466149658624/6jDj-bL0_normal.jpg,https://x.com/ADanellsBewley/status/583596788457811968,tweet_id:583596788457811968
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-02T08:00:43.000Z,False,Join us TODAY at 1.15pm for a lunchtime talk with curator Julia Carver on #DoHoSuh and his works http://ow.ly/KrdFP #koreanart ^an,0,2,0,0,"['#DoHoSuh', '#koreanart']",[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583539542151528448,tweet_id:583539542151528448
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-02T07:20:15.000Z,False,The Georgian House Museum opens this weekend. It's just off Park Street & it's free entry. http://ow.ly/L21Md ^ad,1,9,1,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583529357907521536,tweet_id:583529357907521536
Nathan Lloyd,@scandinathan,2015-04-01T22:08:13.000Z,False,#latergram of the design classics they have in Bristol museum - chair one by Konstantin… https://instagram.com/p/08tHmtN55k/,0,0,0,0,['#latergram'],[],"['\\U0001f60d', '\\U0001f60d', '\\U0001f60d']",https://pbs.twimg.com/profile_images/584831994099564544/Kp7H8Rgk_normal.jpg,https://x.com/scandinathan/status/583390436540170240,tweet_id:583390436540170240
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-01T14:31:11.000Z,False,Join  at Avonmouth Community Centre tomorrow to help design the new Avonmouth gallery display http://bristol.gov.uk/press/avonmouth-feature-new-display-m-shed-%E2%80%93-submit-your-pictures-now… ^lm,0,0,0,0,[],['@mshedbristol'],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583275418373001216,tweet_id:583275418373001216
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-01T12:35:13.000Z,False,Get up close and personal with some of our archaeology collection’s most precious objects on 25 April http://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/buried-treasure/… ^lm,0,2,1,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583246235315888130,tweet_id:583246235315888130
Sasha Heather,@sash9bash,2015-04-01T12:29:54.000Z,False,#Naturalist studying #DayFlyingMoths from  #Bristol #Museum #bristolmuseum,0,0,0,0,"['#Naturalist', '#DayFlyingMoths', '#Bristol', '#Museum', '#bristolmuseum']",['@bristolmuseum'],[],https://pbs.twimg.com/profile_images/1144341657795649536/sGOvlVk__normal.jpg,https://x.com/sash9bash/status/583244899014877184,tweet_id:583244899014877184
Sasha Heather,@sash9bash,2015-04-01T12:25:14.000Z,False,Love Draw made for display  #BristolMuseum #Bristol #Museum,0,0,1,0,"['#BristolMuseum', '#Bristol', '#Museum']",['@bristolmuseum'],[],https://pbs.twimg.com/profile_images/1144341657795649536/sGOvlVk__normal.jpg,https://x.com/sash9bash/status/583243724899123200,tweet_id:583243724899123200
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-01T12:21:49.000Z,False,MT : Big day- pilot testing the Hidden Museum app  w   funded by  ^GB,0,0,1,0,[],"['@wovs', '@bristolmuseum', '@aardman', '@BristolUni', '@digitalrnd']",[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583242862663434240,tweet_id:583242862663434240
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-01T11:05:35.000Z,False,Spice up your lunchtime tomorrow with a talk at 13.15 on #DoHoSuh and his translucent fabric installations http://ow.ly/KrefS ^an,0,2,1,0,['#DoHoSuh'],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583223679145918464,tweet_id:583223679145918464
Charles Musselwhite,@charliemuss,2015-04-01T10:31:26.000Z,False,Bristol museum-boys have found obsidian. Look how excited. Minecraft has revitalised the rather dull conchoidal rock.,1,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1830985029297565696/pn-SrU_C_normal.jpg,https://x.com/charliemuss/status/583215083079245824,tweet_id:583215083079245824
Reginald Molehusband,@TimidDriver,2015-04-01T09:33:07.000Z,False,Banksy v Bristol Museum 2009 https://flic.kr/p/7XTJwC,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1327562044888002567/sc6NYsGL_normal.png,https://x.com/TimidDriver/status/583200407100530688,tweet_id:583200407100530688
Bristol Museum & Art Gallery,@bristolmuseum,2015-04-01T07:35:18.000Z,False,"This April Fools Day why not visit our favourite trickster, 'Princess Caraboo of Javasu' (aka Mary Baker)!  ^ad",0,7,4,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/583170758672809985,tweet_id:583170758672809985
